"state_name","county_name","date","positive_pct","transmission_level"
"Michigan","Wexford County",2022-03-19,7.2,"substantial"
"Kansas","Russell County",2022-03-19,7.69,"moderate"
"Kansas","Cowley County",2022-03-19,2.71,"moderate"
"Ohio","Belmont County",2022-03-19,3.79,"moderate"
"Illinois","Hamilton County",2022-03-19,1.54,"moderate"
"Kansas","Harvey County",2022-03-19,2.95,"moderate"
"Minnesota","Redwood County",2022-03-19,2.46,"moderate"
"Minnesota","Goodhue County",2022-03-19,6.19,"high"
"Wisconsin","Green County",2022-03-19,8.35,"high"
"Kansas","Hodgeman County",2022-03-19,3.62945715364289,"low"
"Michigan","Hillsdale County",2022-03-19,2.85,"moderate"
"Kansas","Ford County",2022-03-19,1.92,"moderate"
"Ohio","Monroe County",2022-03-19,10.42,"high"
"South Dakota","Clark County",2022-03-19,3.62945715364289,"substantial"
"South Dakota","Bennett County",2022-03-19,0,"moderate"
"Nebraska","Lancaster County",2022-03-19,5.01,"moderate"
"Kansas","Reno County",2022-03-19,1.7,"substantial"
"Kansas","Meade County",2022-03-19,3.62945715364289,"low"
"Nebraska","Butler County",2022-03-19,15.38,"high"
"Kansas","Woodson County",2022-03-19,0,"low"
"Illinois","Adams County",2022-03-19,1.84,"moderate"
"Indiana","Boone County",2022-03-19,5.93,"moderate"
"South Dakota","Stanley County",2022-03-19,3.62945715364289,"low"
"South Dakota","Sully County",2022-03-19,3.62945715364289,"low"
"Minnesota","Otter Tail County",2022-03-19,3.21,"substantial"
"Michigan","Missaukee County",2022-03-19,4,"moderate"
"Kansas","Chautauqua County",2022-03-19,0,"low"
"South Dakota","Grant County",2022-03-19,30.77,"high"
"South Dakota","Beadle County",2022-03-19,0,"moderate"
"Nebraska","Sioux County",2022-03-19,3.62945715364289,"low"
"Indiana","Lawrence County",2022-03-19,2.61,"moderate"
"Ohio","Scioto County",2022-03-19,3.05,"moderate"
"Illinois","Kankakee County",2022-03-19,1.14,"moderate"
"South Dakota","Jerauld County",2022-03-19,3.62945715364289,"moderate"
"Nebraska","Seward County",2022-03-19,0,"low"
"Kansas","Butler County",2022-03-19,0.35,"moderate"
"Illinois","Marion County",2022-03-19,3.34,"substantial"
"Nebraska","Saline County",2022-03-19,0,"low"
"Wisconsin","Rock County",2022-03-19,4.89,"substantial"
"Kansas","Neosho County",2022-03-19,8.16,"substantial"
"Missouri","Pemiscot County",2022-03-19,0,"substantial"
"Illinois","Macoupin County",2022-03-19,2.41,"moderate"
"North Dakota","Williams County",2022-03-19,1.68,"moderate"
"North Dakota","McKenzie County",2022-03-19,0,"low"
"Indiana","Orange County",2022-03-19,1.11,"moderate"
"Minnesota","Brown County",2022-03-19,0.89,"moderate"
"Ohio","Gallia County",2022-03-19,4.28,"substantial"
"Missouri","Ralls County",2022-03-19,0,"substantial"
"Wisconsin","St. Croix County",2022-03-19,3.7,"substantial"
"Kansas","Elk County",2022-03-19,3.62945715364289,"high"
"Kansas","Clark County",2022-03-19,3.62945715364289,"high"
"Kansas","Allen County",2022-03-19,3.65,"low"
"Kansas","Kiowa County",2022-03-19,6.25,"moderate"
"Michigan","Osceola County",2022-03-19,2.19,"moderate"
"Wisconsin","Pierce County",2022-03-19,5.5,"substantial"
"Kansas","Pratt County",2022-03-19,0,"low"
"Wisconsin","Lafayette County",2022-03-19,5.26,"moderate"
"Illinois","Massac County",2022-03-19,2.34,"moderate"
"Illinois","Iroquois County",2022-03-19,0.96,"moderate"
"Indiana","Ripley County",2022-03-19,2.03,"moderate"
"South Dakota","Campbell County",2022-03-19,3.62945715364289,"high"
"North Dakota","Divide County",2022-03-19,3.62945715364289,"low"
"Kansas","Rawlins County",2022-03-19,3.62945715364289,"low"
"South Dakota","Walworth County",2022-03-19,0,"low"
"Missouri","Dunklin County",2022-03-19,1.45,"high"
"South Dakota","Dewey County",2022-03-19,0,"substantial"
"Illinois","Montgomery County",2022-03-19,0.6,"low"
"Michigan","Van Buren County",2022-03-19,4.85,"moderate"
"Illinois","White County",2022-03-19,0.24,"moderate"
"Indiana","Switzerland County",2022-03-19,2.5,"low"
"Michigan","Allegan County",2022-03-19,1.81,"moderate"
"Nebraska","Arthur County",2022-03-19,3.62945715364289,""
"Kansas","Smith County",2022-03-19,3.62945715364289,"low"
"North Dakota","Logan County",2022-03-19,0,"low"
"South Dakota","Aurora County",2022-03-19,0,"low"
"Nebraska","Scotts Bluff County",2022-03-19,4.3,"low"
"Illinois","Christian County",2022-03-19,1.3,"substantial"
"Nebraska","Chase County",2022-03-19,7.14,"moderate"
"Illinois","Cook County",2022-03-19,0.93,"substantial"
"Kansas","Seward County",2022-03-19,2.27,"low"
"North Dakota","McIntosh County",2022-03-19,0,"low"
"Michigan","Muskegon County",2022-03-19,3.9,"substantial"
"Michigan","Midland County",2022-03-19,6.09,"moderate"
"Illinois","Kane County",2022-03-19,2.01,"substantial"
"Indiana","Pulaski County",2022-03-19,1.18,"moderate"
"Michigan","Isabella County",2022-03-19,2.82,"moderate"
"South Dakota","Buffalo County",2022-03-19,3.62945715364289,"low"
"Kansas","Wyandotte County",2022-03-19,2.7,"moderate"
"Ohio","Lawrence County",2022-03-19,17.77,"high"
"Kansas","Morton County",2022-03-19,3.62945715364289,"low"
"Michigan","Oceana County",2022-03-19,7.5,"moderate"
"Illinois","Clark County",2022-03-19,1.15,"high"
"Wisconsin","Marinette County",2022-03-19,1.88,"substantial"
"Nebraska","Thayer County",2022-03-19,0,"low"
"Illinois","Lake County",2022-03-19,1.45,"substantial"
"Minnesota","Stearns County",2022-03-19,1.17,"substantial"
"Kansas","Wichita County",2022-03-19,3.62945715364289,"low"
"South Dakota","Lyman County",2022-03-19,0,"low"
"Indiana","Greene County",2022-03-19,1.94,"moderate"
"Wisconsin","Racine County",2022-03-19,1.69,"moderate"
"Illinois","Lee County",2022-03-19,1.3,"moderate"
"South Dakota","Sanborn County",2022-03-19,0,"low"
"Michigan","Clare County",2022-03-19,5.94,"moderate"
"Michigan","St. Joseph County",2022-03-19,1.4,"moderate"
"Minnesota","Blue Earth County",2022-03-19,2.74,"moderate"
"Nebraska","McPherson County",2022-03-19,3.62945715364289,""
"Indiana","Clay County",2022-03-19,2.22,"moderate"
"Illinois","Wayne County",2022-03-19,2.65,"substantial"
"Minnesota","Nicollet County",2022-03-19,3.16,"substantial"
"Illinois","Sangamon County",2022-03-19,1.71,"moderate"
"Missouri","Pulaski County",2022-03-19,3.27,"moderate"
"Indiana","Brown County",2022-03-19,2.67,"moderate"
"Illinois","Kendall County",2022-03-19,3.44,"substantial"
"Nebraska","Box Butte County",2022-03-19,3.62945715364289,"high"
"Illinois","Brown County",2022-03-19,0.38,"moderate"
"Nebraska","Banner County",2022-03-19,3.62945715364289,"low"
"Nebraska","Hooker County",2022-03-19,3.62945715364289,"low"
"Missouri","Phelps County",2022-03-19,6.78,"high"
"Indiana","Perry County",2022-03-19,10.96,"high"
"Indiana","Blackford County",2022-03-19,1.61,"low"
"Wisconsin","Kenosha County",2022-03-19,2.99,"moderate"
"Indiana","Delaware County",2022-03-19,2.38,"moderate"
"Nebraska","Perkins County",2022-03-19,3.62945715364289,"low"
"Michigan","Iron County",2022-03-19,3.08,"substantial"
"South Dakota","Charles Mix County",2022-03-19,0,"moderate"
"Illinois","De Witt County",2022-03-19,2.39,"low"
"Michigan","Mason County",2022-03-19,8.05,"substantial"
"Minnesota","Benton County",2022-03-19,1.83,"high"
"Nebraska","Dundy County",2022-03-19,3.62945715364289,"low"
"Indiana","Marshall County",2022-03-19,2.22,"moderate"
"Illinois","DeKalb County",2022-03-19,1.82,"moderate"
"Nebraska","Keith County",2022-03-19,9.09,"substantial"
"Illinois","Cass County",2022-03-19,2.53,"moderate"
"Indiana","Fulton County",2022-03-19,5.75,"substantial"
"Indiana","Owen County",2022-03-19,2.26,"moderate"
"Illinois","Winnebago County",2022-03-19,1.33,"moderate"
"Missouri","Monroe County",2022-03-19,10.71,"high"
"Nebraska","Boone County",2022-03-19,3.62945715364289,"high"
"Kansas","Wallace County",2022-03-19,3.62945715364289,"low"
"Kansas","Stevens County",2022-03-19,10,"high"
"Illinois","Boone County",2022-03-19,2.5,"moderate"
"Minnesota","Waseca County",2022-03-19,2.37,"substantial"
"Kansas","Leavenworth County",2022-03-19,2.55,"moderate"
"Nebraska","Platte County",2022-03-19,5.41,"moderate"
"Michigan","Kalamazoo County",2022-03-19,4.48,"substantial"
"Illinois","Woodford County",2022-03-19,1.41,"moderate"
"Nebraska","Fillmore County",2022-03-19,0,"low"
"Illinois","McDonough County",2022-03-19,1.65,"moderate"
"Indiana","Randolph County",2022-03-19,2.1,"moderate"
"Indiana","Parke County",2022-03-19,1.05,"low"
"Nebraska","Morrill County",2022-03-19,3.62945715364289,"low"
"South Dakota","Davison County",2022-03-19,2.91,"substantial"
"Illinois","McLean County",2022-03-19,1.47,"substantial"
"South Dakota","Douglas County",2022-03-19,3.62945715364289,"low"
"Kansas","Sherman County",2022-03-19,0,"high"
"Nebraska","Lincoln County",2022-03-19,1.23,"low"
"Indiana","Sullivan County",2022-03-19,0,"moderate"
"Minnesota","Morrison County",2022-03-19,1.76,"substantial"
"Wisconsin","Barron County",2022-03-19,3.87,"moderate"
"Minnesota","Todd County",2022-03-19,3.41,"moderate"
"Nebraska","Hayes County",2022-03-19,3.62945715364289,"low"
"Michigan","Dickinson County",2022-03-19,0.48,"low"
"Michigan","Menominee County",2022-03-19,1.53,"high"
"Kansas","Greeley County",2022-03-19,3.62945715364289,"low"
"Wisconsin","Florence County",2022-03-19,0,"moderate"
"Missouri","St. Charles County",2022-03-19,2.4,"moderate"
"South Dakota","Hanson County",2022-03-19,0,"moderate"
"Missouri","Lincoln County",2022-03-19,2.74,"moderate"
"Missouri","Audrain County",2022-03-19,4.06,"moderate"
"Nebraska","Garden County",2022-03-19,3.62945715364289,"low"
"Illinois","Schuyler County",2022-03-19,1.16,"substantial"
"Michigan","Gladwin County",2022-03-19,1.44,"low"
"Michigan","Newaygo County",2022-03-19,3.78,"moderate"
"Illinois","Ogle County",2022-03-19,1.16,"moderate"
"Nebraska","Nemaha County",2022-03-19,0,"low"
"Nebraska","Grant County",2022-03-19,3.62945715364289,""
"Missouri","Reynolds County",2022-03-19,10.26,"high"
"Illinois","DuPage County",2022-03-19,2.3,"high"
"Indiana","Vigo County",2022-03-19,1.22,"moderate"
"Illinois","Logan County",2022-03-19,1.63,"substantial"
"Kansas","Norton County",2022-03-19,2.56,"high"
"Kansas","Thomas County",2022-03-19,12,"high"
"Minnesota","Watonwan County",2022-03-19,2.41,"moderate"
"Kansas","Phillips County",2022-03-19,4.55,"moderate"
"Illinois","Menard County",2022-03-19,2.02,"moderate"
"Michigan","Ottawa County",2022-03-19,4.34,"moderate"
"Indiana","Monroe County",2022-03-19,3.47,"moderate"
"Missouri","Montgomery County",2022-03-19,19.97,"high"
"Missouri","Warren County",2022-03-19,4.41,"substantial"
"South Dakota","Brule County",2022-03-19,0,"low"
"Nebraska","Nance County",2022-03-19,3.62945715364289,"low"
"Illinois","McHenry County",2022-03-19,2.19,"substantial"
"Indiana","Vermillion County",2022-03-19,1.49,"moderate"
"Wisconsin","Rusk County",2022-03-19,0.94,"moderate"
"Indiana","St. Joseph County",2022-03-19,2.31,"moderate"
"Minnesota","Meeker County",2022-03-19,0.81,"moderate"
"Illinois","Jefferson County",2022-03-19,1.21,"moderate"
"Missouri","Dent County",2022-03-19,0,"moderate"
"Wisconsin","Ozaukee County",2022-03-19,2.46,"substantial"
"Ohio","Medina County",2022-03-19,2.37,"moderate"
"Nebraska","Cuming County",2022-03-19,3.62945715364289,"low"
"Missouri","Howard County",2022-03-19,3.29,"substantial"
"Ohio","Knox County",2022-03-19,3.7,"moderate"
"Kansas","Osborne County",2022-03-19,19.05,"high"
"Michigan","Charlevoix County",2022-03-19,2.45,"moderate"
"Kansas","Ottawa County",2022-03-19,1.66,"high"
"South Dakota","Hutchinson County",2022-03-19,0,"low"
"Minnesota","Chisago County",2022-03-19,1.64,"moderate"
"Wisconsin","Chippewa County",2022-03-19,2.43,"moderate"
"Minnesota","Traverse County",2022-03-19,0,"low"
"Wisconsin","Wood County",2022-03-19,5.64,"substantial"
"Wisconsin","Polk County",2022-03-19,18.96,"high"
"Illinois","Crawford County",2022-03-19,0.31,"moderate"
"Missouri","New Madrid County",2022-03-19,0,"substantial"
"Nebraska","Cedar County",2022-03-19,3.62945715364289,""
"Illinois","Tazewell County",2022-03-19,1.5,"substantial"
"Illinois","Hancock County",2022-03-19,1.95,"moderate"
"Ohio","Ashland County",2022-03-19,1.99,"moderate"
"Wisconsin","Dunn County",2022-03-19,3.63,"moderate"
"Nebraska","Richardson County",2022-03-19,9.09,"substantial"
"North Dakota","McHenry County",2022-03-19,2.17,"moderate"
"Indiana","Noble County",2022-03-19,2.52,"moderate"
"Nebraska","Webster County",2022-03-19,3.62945715364289,"low"
"Illinois","Perry County",2022-03-19,0.94,"high"
"Minnesota","Lake County",2022-03-19,1.21,"substantial"
"Minnesota","Big Stone County",2022-03-19,1.6,"moderate"
"North Dakota","Stark County",2022-03-19,2.52,"moderate"
"Ohio","Summit County",2022-03-19,2.03,"moderate"
"Kansas","Cloud County",2022-03-19,6.12,"moderate"
"Minnesota","Koochiching County",2022-03-19,1.05,"moderate"
"Missouri","Clark County",2022-03-19,0,"moderate"
"North Dakota","Mountrail County",2022-03-19,7.69,"high"
"Nebraska","Dodge County",2022-03-19,0,"low"
"Illinois","Douglas County",2022-03-19,0.8,"low"
"Nebraska","Burt County",2022-03-19,27.27,"high"
"Nebraska","Colfax County",2022-03-19,10,"high"
"Missouri","Wayne County",2022-03-19,1.54,"moderate"
"Nebraska","Cass County",2022-03-19,1.25,"low"
"Michigan","Roscommon County",2022-03-19,4.29,"moderate"
"Minnesota","Wright County",2022-03-19,2.62,"moderate"
"Minnesota","McLeod County",2022-03-19,4.37,"high"
"Kansas","Franklin County",2022-03-19,0.51,"moderate"
"Nebraska","Otoe County",2022-03-19,8.33,"substantial"
"Illinois","Jackson County",2022-03-19,1.39,"moderate"
"Minnesota","Rice County",2022-03-19,3.62,"high"
"Wisconsin","Clark County",2022-03-19,1.04,"low"
"Illinois","Franklin County",2022-03-19,0.96,"moderate"
"Minnesota","Scott County",2022-03-19,2.51,"moderate"
"Missouri","Bates County",2022-03-19,4.43,"moderate"
"Ohio","Wayne County",2022-03-19,2.18,"moderate"
"Ohio","Henry County",2022-03-19,3.97,"moderate"
"Indiana","Pike County",2022-03-19,2.27,"moderate"
"Illinois","Gallatin County",2022-03-19,1.79,"high"
"Kansas","Republic County",2022-03-19,0,"low"
"Nebraska","Washington County",2022-03-19,2.56,"low"
"North Dakota","LaMoure County",2022-03-19,0,"low"
"Minnesota","Washington County",2022-03-19,3.19,"substantial"
"North Dakota","Eddy County",2022-03-19,13.33,"high"
"Minnesota","Jackson County",2022-03-19,3.88,"moderate"
"Indiana","Allen County",2022-03-19,3.77,"moderate"
"Michigan","Iosco County",2022-03-19,4.63,"moderate"
"Missouri","Perry County",2022-03-19,2.3,"high"
"North Dakota","Golden Valley County",2022-03-19,3.62945715364289,"low"
"Illinois","Hardin County",2022-03-19,2.33,"low"
"Nebraska","Cherry County",2022-03-19,3.62945715364289,"high"
"Ohio","Tuscarawas County",2022-03-19,2.21,"low"
"Michigan","Crawford County",2022-03-19,7.38,"moderate"
"Kansas","Saline County",2022-03-19,5.09,"moderate"
"Indiana","LaGrange County",2022-03-19,1.75,"low"
"Indiana","Tippecanoe County",2022-03-19,2.92,"moderate"
"Minnesota","Ramsey County",2022-03-19,2.81,"substantial"
"Wisconsin","Burnett County",2022-03-19,5.85,"substantial"
"Minnesota","Dakota County",2022-03-19,3.7,"substantial"
"Illinois","Mason County",2022-03-19,0.79,"moderate"
"Nebraska","Saunders County",2022-03-19,3.33,"low"
"Missouri","Boone County",2022-03-19,3.57,"moderate"
"Wisconsin","Marathon County",2022-03-19,1.39,"moderate"
"Illinois","Pope County",2022-03-19,0,"moderate"
"Indiana","Jennings County",2022-03-19,2.43,"low"
"Ohio","Carroll County",2022-03-19,1.71,"low"
"Illinois","Lawrence County",2022-03-19,0,"low"
"Wisconsin","Douglas County",2022-03-19,3.04,"substantial"
"Kansas","Anderson County",2022-03-19,3.87,"moderate"
"Michigan","Arenac County",2022-03-19,2.84,"moderate"
"Indiana","Decatur County",2022-03-19,3.51,"moderate"
"Minnesota","Isanti County",2022-03-19,0.77,"moderate"
"Indiana","Martin County",2022-03-19,0,"moderate"
"Nebraska","Johnson County",2022-03-19,3.62945715364289,"low"
"Minnesota","Itasca County",2022-03-19,1.77,"moderate"
"Illinois","Moultrie County",2022-03-19,0,"moderate"
"Minnesota","Nobles County",2022-03-19,2.27,"moderate"
"Indiana","DeKalb County",2022-03-19,6.25,"moderate"
"Indiana","Steuben County",2022-03-19,2.67,"low"
"Illinois","Stark County",2022-03-19,0,"moderate"
"Wisconsin","Lincoln County",2022-03-19,3.51,"moderate"
"Illinois","Vermilion County",2022-03-19,0.54,"low"
"Illinois","Union County",2022-03-19,1.01,"substantial"
"South Dakota","Roberts County",2022-03-19,0,"moderate"
"Missouri","Ripley County",2022-03-19,3.15,"moderate"
"Illinois","Marshall County",2022-03-19,1.15,"substantial"
"Illinois","Knox County",2022-03-19,1.03,"moderate"
"Nebraska","Clay County",2022-03-19,3.62945715364289,"low"
"Illinois","Williamson County",2022-03-19,2.08,"moderate"
"Illinois","Fulton County",2022-03-19,3.32,"substantial"
"Wisconsin","Washington County",2022-03-19,2.33,"moderate"
"Indiana","Carroll County",2022-03-19,5.45,"moderate"
"Illinois","Saline County",2022-03-19,2.26,"substantial"
"Minnesota","Carver County",2022-03-19,4.67,"moderate"
"Minnesota","Cottonwood County",2022-03-19,6.9,"moderate"
"Kansas","Miami County",2022-03-19,2.34,"moderate"
"Missouri","Henry County",2022-03-19,0.32,"low"
"Illinois","Cumberland County",2022-03-19,0.57,"moderate"
"Illinois","Peoria County",2022-03-19,1.41,"substantial"
"Illinois","Alexander County",2022-03-19,0,"moderate"
"Indiana","Daviess County",2022-03-19,2.14,"moderate"
"Indiana","Jackson County",2022-03-19,2.11,"moderate"
"Michigan","Ogemaw County",2022-03-19,4.69,"moderate"
"Nebraska","Pawnee County",2022-03-19,3.62945715364289,""
"Missouri","Cooper County",2022-03-19,2.13,"moderate"
"Michigan","Bay County",2022-03-19,2.21,"moderate"
"Nebraska","Douglas County",2022-03-19,4.21,"low"
"Kansas","Lincoln County",2022-03-19,3.62945715364289,"moderate"
"Indiana","Starke County",2022-03-19,4.4,"substantial"
"North Dakota","Dickey County",2022-03-19,5.26,"substantial"
"Ohio","Portage County",2022-03-19,1.9,"moderate"
"Minnesota","Le Sueur County",2022-03-19,4.28,"moderate"
"Illinois","Rock Island County",2022-03-19,1.79,"moderate"
"Ohio","Richland County",2022-03-19,2.78,"moderate"
"Missouri","Macon County",2022-03-19,0,"high"
"Missouri","St. Clair County",2022-03-19,3.49,"moderate"
"Michigan","Emmet County",2022-03-19,3.43,"moderate"
"South Dakota","Bon Homme County",2022-03-19,0,"moderate"
"Illinois","Mercer County",2022-03-19,3.47,"substantial"
"Wisconsin","Pepin County",2022-03-19,4.55,"substantial"
"Kansas","Douglas County",2022-03-19,3.12,"moderate"
"Illinois","Pulaski County",2022-03-19,1.12,"low"
"Illinois","Coles County",2022-03-19,1.44,"moderate"
"Indiana","LaPorte County",2022-03-19,1.76,"moderate"
"Minnesota","Carlton County",2022-03-19,2.1,"moderate"
"Wisconsin","Jackson County",2022-03-19,4.4,"moderate"
"Missouri","Randolph County",2022-03-19,11.38,"high"
"Minnesota","Sibley County",2022-03-19,7.65,"substantial"
"Michigan","Mackinac County",2022-03-19,7.79,"substantial"
"Illinois","Ford County",2022-03-19,0.53,"moderate"
"Ohio","Licking County",2022-03-19,2.66,"moderate"
"Ohio","Williams County",2022-03-19,2.81,"low"
"Nebraska","Sarpy County",2022-03-19,5.19,"moderate"
"Indiana","Knox County",2022-03-19,3.9,"moderate"
"Indiana","Clinton County",2022-03-19,2.22,"moderate"
"Minnesota","Murray County",2022-03-19,2.7,"substantial"
"Michigan","Chippewa County",2022-03-19,3.22,"substantial"
"Illinois","Piatt County",2022-03-19,2.45,"substantial"
"South Dakota","Clay County",2022-03-19,0,"moderate"
"Kansas","Ellsworth County",2022-03-19,1.89,"moderate"
"Indiana","Fountain County",2022-03-19,2.22,"moderate"
"North Dakota","Bottineau County",2022-03-19,0,"moderate"
"Minnesota","Cook County",2022-03-19,0.42,"low"
"North Dakota","Burke County",2022-03-19,3.62945715364289,"low"
"Minnesota","Anoka County",2022-03-19,2.42,"moderate"
"Minnesota","Mille Lacs County",2022-03-19,0.85,"moderate"
"Kansas","Johnson County",2022-03-19,2.97,"moderate"
"North Dakota","Ramsey County",2022-03-19,2.2,"low"
"Minnesota","Pine County",2022-03-19,1.34,"moderate"
"North Dakota","Renville County",2022-03-19,3.62945715364289,"low"
"Kansas","Harper County",2022-03-19,3.62945715364289,"low"
"Minnesota","Kanabec County",2022-03-19,1.85,"moderate"
"Missouri","Taney County",2022-03-19,4.42,"moderate"
"Minnesota","St. Louis County",2022-03-19,3.4,"substantial"
"Indiana","Warren County",2022-03-19,0,"moderate"
"Missouri","Stoddard County",2022-03-19,1.14,"moderate"
"Indiana","Whitley County",2022-03-19,6.17,"moderate"
"Michigan","Lapeer County",2022-03-19,3.81,"moderate"
"Ohio","Stark County",2022-03-19,1.78,"low"
"Wisconsin","Eau Claire County",2022-03-19,6.64,"moderate"
"Ohio","Holmes County",2022-03-19,2.15,"low"
"Missouri","Shelby County",2022-03-19,0,"high"
"Illinois","Macon County",2022-03-19,1.39,"moderate"
"Missouri","Butler County",2022-03-19,3.18,"substantial"
"North Dakota","Benson County",2022-03-19,0,"low"
"Michigan","Oscoda County",2022-03-19,4.23,"moderate"
"South Dakota","Yankton County",2022-03-19,1.68,"low"
"Michigan","Otsego County",2022-03-19,6.16,"substantial"
"Wisconsin","Waukesha County",2022-03-19,3.54,"moderate"
"Minnesota","Hennepin County",2022-03-19,3.18,"substantial"
"Michigan","Cheboygan County",2022-03-19,3.49,"moderate"
"Illinois","Henry County",2022-03-19,1.49,"moderate"
"North Dakota","Dunn County",2022-03-19,11.76,"high"
"Indiana","White County",2022-03-19,3.95,"substantial"
"Missouri","Bollinger County",2022-03-19,0,"high"
"Missouri","Camden County",2022-03-19,2.74,"moderate"
"Indiana","Benton County",2022-03-19,7.32,"moderate"
"Missouri","Carter County",2022-03-19,12.5,"high"
"Nebraska","Knox County",2022-03-19,3.62945715364289,"low"
"Kansas","Mitchell County",2022-03-19,0,"low"
"Indiana","Dubois County",2022-03-19,4.14,"moderate"
"Wisconsin","Washburn County",2022-03-19,0.93,"low"
"Indiana","Bartholomew County",2022-03-19,2.23,"moderate"
"Missouri","Cape Girardeau County",2022-03-19,3.82,"substantial"
"Illinois","Warren County",2022-03-19,0,"moderate"
"North Dakota","Ward County",2022-03-19,3.91,"moderate"
"North Dakota","Billings County",2022-03-19,3.62945715364289,"low"
"Illinois","Champaign County",2022-03-19,1.48,"moderate"
"Kansas","Jewell County",2022-03-19,3.62945715364289,"low"
"Wisconsin","Buffalo County",2022-03-19,5.32,"substantial"
"Nebraska","Nuckolls County",2022-03-19,3.62945715364289,"low"
"Wisconsin","Milwaukee County",2022-03-19,2.21,"moderate"
"Nebraska","Adams County",2022-03-19,37.5,"high"
"Illinois","Shelby County",2022-03-19,0.4,"moderate"
"Illinois","Edgar County",2022-03-19,0.78,"low"
"Ohio","Paulding County",2022-03-19,1.27,"moderate"
"Missouri","Mississippi County",2022-03-19,6.02,"high"
"Wisconsin","Taylor County",2022-03-19,2.89,"moderate"
"Minnesota","Sherburne County",2022-03-19,1.75,"moderate"
"Missouri","Chariton County",2022-03-19,0,"moderate"
"Kansas","Kingman County",2022-03-19,2.7,"substantial"
"Michigan","Genesee County",2022-03-19,3.8,"substantial"
"Ohio","Defiance County",2022-03-19,2.73,"moderate"
"Missouri","Scott County",2022-03-19,3.52,"moderate"
"Missouri","Crawford County",2022-03-22,10.56,"high"
"Kansas","Osborne County",2022-03-22,14.29,"high"
"Ohio","Shelby County",2022-03-22,3.11,"moderate"
"Nebraska","Arthur County",2022-03-22,3.62945715364289,""
"Wisconsin","Chippewa County",2022-03-22,2.37,"moderate"
"North Dakota","Logan County",2022-03-22,0,"low"
"Indiana","Union County",2022-03-22,5,"moderate"
"Ohio","Delaware County",2022-03-22,3.37,"moderate"
"Nebraska","Greeley County",2022-03-22,3.62945715364289,"low"
"Wisconsin","Dunn County",2022-03-22,3.22,"moderate"
"Ohio","Muskingum County",2022-03-22,3.22,"moderate"
"North Dakota","Towner County",2022-03-22,0,"low"
"Nebraska","Hall County",2022-03-22,4.03,"low"
"Nebraska","Dawson County",2022-03-22,3.62945715364289,"low"
"Indiana","Noble County",2022-03-22,2,"moderate"
"Illinois","Christian County",2022-03-22,1.09,"substantial"
"Illinois","Cook County",2022-03-22,1.09,"substantial"
"Michigan","Oakland County",2022-03-22,4.04,"substantial"
"Illinois","Perry County",2022-03-22,0.74,"high"
"South Dakota","Marshall County",2022-03-22,0,"low"
"North Dakota","McIntosh County",2022-03-22,0,"low"
"Kansas","Pottawatomie County",2022-03-22,6.25,"moderate"
"Ohio","Van Wert County",2022-03-22,7.14,"moderate"
"Indiana","Miami County",2022-03-22,3.37,"moderate"
"Missouri","Adair County",2022-03-22,0,"moderate"
"Indiana","Pulaski County",2022-03-22,1.43,"moderate"
"Kansas","Dickinson County",2022-03-22,1.69,"moderate"
"South Dakota","Day County",2022-03-22,0,"moderate"
"Nebraska","Blaine County",2022-03-22,3.62945715364289,""
"Michigan","Washtenaw County",2022-03-22,2.98,"substantial"
"Missouri","Callaway County",2022-03-22,2.65,"moderate"
"Ohio","Perry County",2022-03-22,2.3,"moderate"
"Ohio","Madison County",2022-03-22,1.13,"moderate"
"Nebraska","Gosper County",2022-03-22,3.62945715364289,""
"North Dakota","Rolette County",2022-03-22,2.53,"high"
"Wisconsin","Marinette County",2022-03-22,2.68,"moderate"
"Illinois","Lake County",2022-03-22,1.53,"substantial"
"Michigan","Roscommon County",2022-03-22,5.13,"moderate"
"Minnesota","McLeod County",2022-03-22,4.73,"substantial"
"Minnesota","Wright County",2022-03-22,2.51,"moderate"
"Missouri","Sullivan County",2022-03-22,0,"low"
"Ohio","Allen County",2022-03-22,5.5,"moderate"
"Ohio","Noble County",2022-03-22,1.72,"moderate"
"Illinois","Jackson County",2022-03-22,1.36,"substantial"
"Kansas","Wichita County",2022-03-22,0,"low"
"Ohio","Putnam County",2022-03-22,5.22,"moderate"
"Nebraska","Wheeler County",2022-03-22,3.62945715364289,""
"Illinois","Franklin County",2022-03-22,1.37,"moderate"
"Minnesota","Scott County",2022-03-22,2.2,"moderate"
"Missouri","Bates County",2022-03-22,1.32,"moderate"
"Missouri","Carroll County",2022-03-22,2.22,"moderate"
"Missouri","Scotland County",2022-03-22,0,"low"
"Wisconsin","Monroe County",2022-03-22,2.73,"substantial"
"Missouri","Maries County",2022-03-22,0,"moderate"
"Nebraska","Howard County",2022-03-22,3.62945715364289,"high"
"Nebraska","McPherson County",2022-03-22,3.62945715364289,""
"Wisconsin","Vernon County",2022-03-22,6.22,"substantial"
"Wisconsin","Juneau County",2022-03-22,2.51,"moderate"
"Kansas","Riley County",2022-03-22,4.48,"substantial"
"Ohio","Mahoning County",2022-03-22,2.96,"moderate"
"Missouri","Miller County",2022-03-22,8.38,"substantial"
"Nebraska","Kearney County",2022-03-22,3.62945715364289,"low"
"Illinois","Sangamon County",2022-03-22,2.22,"substantial"
"Missouri","Cass County",2022-03-22,1.95,"substantial"
"Indiana","Allen County",2022-03-22,3.4,"moderate"
